0 29193.218888 0 415 3 0 0 0 0 0 0 0.003751 0.847466 8.749365 0 126 0.0378 0.851543 0 0 0.055585 0 0 0 0 101.99285 0 0 0.2 0.807839 0 0 7.05E-004 0
1 28117.998329 1 409.722435 3.025249 0 0 0 0 0 0 0.003709 0.850997 9.00008 0 126 0.037116 0.860588 0 0 0.055618 0 0 0 0 100.766694 0 0 0.197156 0.807802 0 0 7.03E-004 0
2 28117.998329 1 409.722435 3.025249 0 0 0 0 0 0 0.003709 0.850997 9.00008 0 126 0.037116 0.860588 0 0 0.055618 0 0 0 0 100.766694 0 0 0.197156 0.807802 0 0 7.03E-004 0
3 28117.998329 1 409.722435 3.025249 0 0 0 0 0 0 0.003709 0.850997 9.00008 0 126 0.037116 0.860588 0 0 0.055618 0 0 0 0 100.766694 0 0 0.197156 0.807802 0 0 7.03E-004 0
4 28117.998329 1 409.722435 3.025249 0 0 0 0 0 0 0.003709 0.850997 9.00008 0 126 0.037116 0.860588 0 0 0.055618 0 0 0 0 100.766694 0 0 0.197156 0.807802 0 0 7.03E-004 0
5 27289.263486 2 411.451586 3.075916 0 0 0 0 0 0 0.003812 0.885573 8.792427 0 126 0.037258 0.847957 0 0 0.055758 0 0 0 0 99.997846 0 0 0.1965 0.798557 0 0 7.09E-004 0
6 27289.263486 2 411.451586 3.075916 0 0 0 0 0 0 0.003812 0.885573 8.792427 0 126 0.037258 0.847957 0 0 0.055758 0 0 0 0 99.997846 0 0 0.1965 0.798557 0 0 7.09E-004 0
7 27289.263486 2 411.451586 3.075916 0 0 0 0 0 0 0.003812 0.885573 8.792427 0 126 0.037258 0.847957 0 0 0.055758 0 0 0 0 99.997846 0 0 0.1965 0.798557 0 0 7.09E-004 0
8 26605.903541 3 409.478244 3.069332 0 0 0 0 0 0 0.003827 0.900561 8.786993 0 126 0.037656 0.839626 0 0 0.054897 0 0 0 0 99.328436 0 0 0.196355 0.798965 0 0 6.98E-004 0
9 26605.903541 3 409.478244 3.069332 0 0 0 0 0 0 0.003827 0.900561 8.786993 0 126 0.037656 0.839626 0 0 0.054897 0 0 0 0 99.328436 0 0 0.196355 0.798965 0 0 6.98E-004 0
10 26605.903541 3 409.478244 3.069332 0 0 0 0 0 0 0.003827 0.900561 8.786993 0 126 0.037656 0.839626 0 0 0.054897 0 0 0 0 99.328436 0 0 0.196355 0.798965 0 0 6.98E-004 0
11 25456.50458 4 403.652926 3.087343 0 0 0 0 0 0 0.00386 0.893679 8.910778 0 126 0.037436 0.83815 0 0 0.054761 0 0 0 0 97.917873 0 0 0.196563 0.803785 0 0 7.07E-004 0
12 25396.788746 5 406.777698 3.023031 0 0 0 0 0 0 0.003846 0.920229 8.917833 0 126 0.038102 0.835168 0 0 0.055109 0 0 0 0 98.079031 0 0 0.192031 0.809412 0 0 7.09E-004 0
13 23100.580962 6 405.187494 3.065417 0 0 0 0 0 0 0.003857 0.919847 8.925404 0 126 0.038213 0.857984 0 0 0.053788 0 0 0 0 95.292654 0 0 0.177769 0.825304 0 0 6.99E-004 0
14 23100.580962 6 405.187494 3.065417 0 0 0 0 0 0 0.003857 0.919847 8.925404 0 126 0.038213 0.857984 0 0 0.053788 0 0 0 0 95.292654 0 0 0.177769 0.825304 0 0 6.99E-004 0
15 23100.580962 6 405.187494 3.065417 0 0 0 0 0 0 0.003857 0.919847 8.925404 0 126 0.038213 0.857984 0 0 0.053788 0 0 0 0 95.292654 0 0 0.177769 0.825304 0 0 6.99E-004 0
