3 2.995988 2.993734 3 3.124426 3 3 3 3.01074 3 3.146027 3 3 3.039403 3 3 3.120705 3.010155 2.970932 3.01699
3.061788 3.005092 2.993734 2.987168 3.124426 2.961495 2.987797 3 3.01074 2.986413 3.146027 3.023803 3 3.039403 3.095679 2.994768 3.08743 3.002088 2.970932 3.01699
3.061788 3.03139 2.925958 3.128499 3.117345 2.961495 2.9874 3 3.01074 2.986413 3.225605 3.023803 3 3.038128 3.095679 2.994768 3.08743 3.002088 3.043498 3.044277
3.105971 3.000898 2.924174 3.131737 3.040638 2.961495 2.9874 3 3.035744 2.978603 3.225605 3.014458 3.026584 3.038128 3.142807 2.991783 3.154821 3.002088 3.037562 3.080641
3.044962 2.993293 2.905626 3.131737 3.040638 2.963787 3.005512 3.00025 3.03022 3.021034 3.225605 3.014458 3.041855 3.038128 3.172279 2.986751 3.154821 2.98821 3.031601 3.080641
3.035092 2.993293 2.925039 3.127901 3.040638 2.963787 3.021434 3.00025 2.995196 3.012631 3.224009 3.014458 3.059045 3.038128 3.131574 3.03091 3.154821 2.984749 3.031601 3.104938
3.035092 3.030148 2.925039 3.109217 3.040638 2.954392 3.021434 3.00025 2.880026 3.012631 3.239424 2.935194 3.059045 3.038128 3.185618 3.030394 3.140266 2.984749 3.031601 3.081103
3.035092 2.98115 2.925039 3.188413 3.040638 2.954392 3.021468 3.00025 2.880026 3.00556 3.239424 2.935194 3.066638 3.015571 3.18622 3.057811 3.108036 2.970892 3.046155 3.081103
3.035092 3.005453 2.925039 3.183219 3.040638 3.064201 3.016555 3.00025 2.90491 2.816304 3.239424 2.924839 3.025722 3.015571 3.191459 3.030343 3.108036 2.935694 3.046155 3.079012
3.058082 3.017552 2.925039 3.158361 3.040638 2.915397 2.944065 3.00025 2.90491 2.684469 3.239424 2.931749 3.047273 3.015571 3.030709 3.030035 3.116204 2.924745 3.062609 3.066897
3.058082 3.017552 2.925039 3.158361 3.040207 2.880959 2.944065 2.97033 2.90491 2.693615 3.254819 2.931749 3.047273 3.028465 2.980245 3.030035 3.116204 2.992403 3.049178 3.066897
3.042032 3.01056 2.925039 3.158361 3.040207 2.909008 2.918719 2.975428 2.875987 2.698564 3.254819 2.931749 3.039246 3.028465 2.963712 3.030035 3.116204 2.992403 3.049178 3.134324
3.042032 3.01056 2.925039 3.158361 3.040207 2.909008 2.918719 2.970825 2.894424 2.698564 3.267047 2.931749 3.061355 3.028465 2.945005 3.030035 3.116204 2.992403 3.069256 3.134324
3.036726 2.905645 2.927579 3.158361 3.040207 2.909008 2.888515 2.970825 2.927272 2.69465 3.267047 2.931749 3.057477 3.001278 2.945005 3.030035 3.103925 2.992403 3.078649 3.134324
3.072622 2.905645 2.927579 3.105965 3.040207 2.909008 2.888515 2.987895 2.846758 2.69465 3.298806 2.961732 3.057477 3.001602 2.945005 3.030035 3.190707 3.025233 3.078649 3.134324
3.080983 2.905645 2.95109 3.105546 3.040207 2.907457 2.875074 2.987895 2.834552 2.687751 3.298806 2.961732 3.057477 3.001602 2.927257 3.036403 3.190707 3.025233 3.078649 3.133685
3.083048 2.905645 2.90908 3.140446 3.040207 2.907457 2.919534 2.987895 2.828576 2.687751 3.329696 2.961732 3.057477 2.874894 2.95973 3.038105 3.190445 3.025233 3.078649 3.166559
3.083048 2.9155 2.90908 3.140446 3.05716 2.84406 2.919534 3.068743 2.844607 2.668367 3.334337 2.977331 3.057477 2.874894 2.91846 3.065053 3.196129 3.025233 3.078649 3.166559
3.083048 2.91932 2.93787 3.130006 3.05716 2.84406 2.939217 3.047514 2.844607 2.668367 3.301491 2.941824 3.057477 2.874894 2.966894 3.094857 3.204879 3.035508 3.067205 3.139704
3.074369 2.943001 2.904269 3.130006 3.106658 2.848881 2.939217 3.047514 2.806264 2.661037 3.337421 2.941824 3.138715 2.874894 2.950507 3.094857 3.204879 3.035508 3.06577 3.187942
3.074369 2.933024 2.922312 3.12759 3.106658 2.848881 2.89119 3.054915 2.801811 2.661037 3.337421 2.941824 3.193339 2.806697 2.881212 3.126998 3.204879 3.035508 3.06577 3.177899
3.074369 2.933024 2.922312 3.12759 3.106658 2.847292 2.871467 2.811875 2.794066 2.661037 3.327606 2.973596 3.193339 2.806697 2.881212 3.121017 3.210846 2.997959 3.06577 3.119533
3.074369 2.948991 2.922312 3.12759 3.106658 2.847292 2.871467 2.811875 2.794066 2.67427 3.327606 2.973082 3.148528 2.8053 2.968827 3.174037 3.223673 2.949863 3.06577 3.115828
3.074369 2.919911 2.930455 3.123905 3.200863 2.889317 2.827534 2.811875 2.782893 2.67427 3.317519 3.04989 3.181625 3.109468 2.968827 3.169005 3.224738 2.949863 3.06577 3.115828
3.074369 2.919911 2.930455 3.118654 3.200863 2.860772 2.827534 2.811875 2.782893 2.67427 3.364817 3.04989 3.180646 3.109468 2.968827 3.169005 3.231625 2.962048 3.167578 3.115828
