0 3 3 3 3 3 3.100869 3 3.035095 3.052281 2.961452 3 2.999039 2.989839 3 3 3 3.058729 2.993927 3 3.072694
1 3.025249 2.964939 3 3 3 3.100869 3.047964 2.983838 3.052281 2.955192 3.065777 2.999039 2.99682 3 3 2.993675 3.020397 2.993927 3 3.070133
2 3.025249 2.840061 2.999351 3 3.016996 3.100869 2.995611 2.983838 3.069897 2.955192 3.021306 3.007327 3.152294 3 3 2.973449 3.052379 2.982078 3.049872 3.09999
3 3.025249 2.84142 2.999351 2.97237 2.966939 3.123955 3.020403 2.983838 3.069897 2.964057 3.027516 2.975894 3.152294 3 3.004618 2.988243 3.052379 3.015143 3.049872 3.09999
4 3.025249 2.867792 3.007932 2.97237 2.986587 3.140422 3.00854 2.903282 3.069897 2.964057 3.054638 2.975894 3.12144 3.014374 3.004618 2.988243 3.100972 3.015143 3.049872 3.09999
5 3.075916 2.867792 3.006618 2.96229 3.081478 3.16012 3.00854 2.901871 3.069897 2.964619 3.054638 2.975894 3.12216 3.015097 3.004618 2.995273 3.079576 3.015143 3.07615 3.09999
6 3.075916 2.863619 2.986826 2.96229 3.081478 3.16012 2.964103 2.944276 3.069897 3.008126 3.054638 2.975894 3.12216 3.015097 3.004618 2.995273 3.077875 3.015143 3.092457 3.097609
7 3.075916 2.854044 2.986826 2.986063 3.10159 3.16272 2.987035 2.944276 3.060864 3.008126 2.96886 3.004907 3.12216 3.015097 3.004618 3.009571 3.100672 3.037858 3.092457 3.087953
8 3.069332 2.854044 2.986826 2.986063 3.176419 3.16272 2.987035 2.944276 3.09174 3.008126 2.96886 3.004907 3.12216 3.018357 3.004618 3.005713 3.100672 3.037858 3.092457 3.077194
9 3.069332 2.826877 2.986826 2.98892 3.176419 3.16272 2.99964 2.944276 3.069052 3.020891 2.977632 3.015404 3.112758 3.022835 3.004618 2.950307 3.100672 3.037858 3.20641 3.122554
10 3.069332 2.826877 2.986826 2.983949 3.176419 3.154761 2.99964 2.944605 3.090755 3.020891 2.97064 2.99485 3.126375 3.022835 3.004618 2.935505 3.100672 3.065437 3.20641 3.122554
11 3.087343 2.826877 2.986826 2.981324 3.176419 3.153516 2.967747 2.944605 3.090755 3.02179 2.943754 2.99485 3.126375 3.044985 3.004618 2.935505 3.100672 3.043523 3.29973 3.122554
12 3.023031 2.8126 2.986826 3.001061 3.176419 3.153516 2.923872 2.944605 3.090755 3.02179 2.943754 2.988634 3.126375 3.054931 2.969271 2.935505 3.124734 3.043523 3.29973 3.2348
13 3.065417 2.817529 2.986826 2.975496 3.176419 3.153516 2.956454 2.984277 3.097335 3.050548 2.943754 2.986468 3.1717 3.050532 2.969271 2.935505 3.124734 3.069483 3.345574 3.238827
14 3.065417 2.807571 2.986826 2.975496 3.171045 3.163559 2.961739 2.984277 3.097335 3.050548 2.943754 2.951333 3.1717 3.050532 2.969271 2.935505 3.060732 3.069483 3.345574 3.264356
15 3.065417 2.806775 3.042622 2.97444 3.171045 3.163559 2.961739 3.035605 3.105491 3.050548 2.930637 2.951333 3.22556 3.071309 2.978872 2.931982 3.060732 3.066519 3.345574 3.260642
16 3.065417 2.772335 3.042622 2.82548 3.194488 3.175759 2.961739 3.035605 3.105491 3.050548 2.911541 2.951333 3.236034 3.071309 2.999061 2.931982 3.06209 3.066519 3.345574 3.238166
17 3.076651 2.772335 3.042622 2.826162 3.194488 3.175759 2.961739 3.035605 3.066651 3.050548 2.91337 2.951333 3.218559 3.071309 2.999061 2.93094 3.077161 3.066519 3.345574 3.28107
18 3.045067 2.769982 3.10795 2.826162 3.136426 3.175759 2.934163 3.035605 3.066651 3.052667 2.910371 2.951333 3.227184 3.064878 2.975535 2.901927 3.077161 3.034756 3.370671 3.359228
19 3.061952 2.74546 3.100534 2.826162 3.136426 3.219174 2.934163 3.035605 3.097466 3.009518 2.910371 2.951333 3.15322 3.063461 2.9121 2.925532 3.149066 3.023507 3.423667 3.411932
20 3.061952 2.747696 3.118028 2.826162 3.160644 3.190887 2.934163 3.035605 3.0976 2.998232 2.910371 2.951333 3.130881 3.129314 2.9121 2.925532 3.118064 3.023507 3.422751 3.411932
21 3.061952 2.747696 3.118028 2.850289 3.258447 3.190887 2.934163 3.039413 3.0976 2.998232 2.918999 2.951333 3.130881 3.04963 2.914161 2.930078 3.118064 3.032418 3.422751 3.413082
22 3.031812 2.747696 3.116054 2.850289 3.258447 3.159623 2.869283 3.039413 3.0976 2.998232 2.917541 2.951333 3.106505 3.04963 2.856345 2.930078 3.118064 2.984764 3.483515 3.332762
23 3.031812 2.744026 3.116054 2.850289 3.258447 3.159623 2.838811 3.100915 3.0976 2.940722 2.922119 2.970214 3.105331 3.022161 2.856345 2.930078 3.118064 3.039701 3.483515 3.268573
24 3.031812 2.785262 3.116054 2.850289 3.258447 3.159623 2.838811 3.035333 3.064003 2.918434 2.922119 2.940059 3.105331 3.119002 2.858384 2.952392 3.118064 3.039701 3.483515 3.204005
25 3.04822 2.785262 3.146091 2.89301 3.258447 3.160965 2.838811 3.035333 3.104561 2.918434 2.922119 2.940059 3.105855 3.119002 2.858384 2.952392 3.118064 3.041264 3.43144 3.255205
26 3.04822 2.785262 3.167415 2.839598 3.313435 3.154081 2.838811 3.000232 3.104561 2.918434 2.91114 2.937554 3.10838 3.119002 2.86896 2.950204 3.079169 3.118417 3.46497 3.255205
27 3.060461 2.785262 3.141125 2.839598 3.344353 3.177481 2.854914 3.016506 3.159014 2.918434 2.808674 2.937554 3.113151 3.119002 2.86896 2.929258 3.032125 3.144692 3.524389 3.255205
28 3.060461 2.793881 3.141125 2.839598 3.33542 3.18275 2.89579 3.016506 3.200755 2.918434 2.863766 2.947405 3.113151 3.095597 2.892079 2.929258 3.041794 3.144692 3.524389 3.255205
29 2.97674 2.809418 3.214354 2.839598 3.33542 3.220504 2.89224 2.986337 3.273148 2.918434 2.863766 2.947405 3.077788 3.118186 2.892079 2.929258 3.041794 3.046134 3.540149 3.255205
30 3.001428 2.809418 3.205325 2.788429 3.294863 3.322811 2.89224 3.035378 3.325722 2.918434 2.863766 2.933599 3.077788 3.159344 2.8935 2.929258 3.041794 3.046363 3.540149 3.255205
31 3.001428 2.809418 3.205325 2.799804 3.199902 3.349527 2.89224 3.035378 3.325722 2.851416 2.876915 2.960751 3.077788 3.159344 2.8935 2.8641 3.078386 3.023208 3.540149 3.255205
32 3.001428 2.809418 3.205325 2.799804 3.190526 3.307217 2.892123 3.035378 3.338582 2.858286 2.920264 2.998285 3.077788 3.159344 2.8935 2.940373 3.053069 3.023208 3.540149 3.273937
33 3.001428 2.802708 3.250566 2.774894 3.190012 3.295347 2.888377 3.06119 3.353097 2.899212 2.920264 2.963221 3.077788 3.159344 2.8935 2.940373 3.052777 3.010649 3.540149 3.343509
34 3.022993 2.802708 3.250566 2.778548 3.190012 3.295347 2.888377 3.037565 3.353097 2.899212 2.981977 2.963221 3.077788 3.159344 2.883097 2.875063 3.073809 3.010649 3.523255 3.345696
35 2.9571 2.802708 3.250566 2.778548 3.186399 3.295347 2.888377 3.020759 3.429033 2.899212 2.94271 2.96121 3.077788 3.159344 2.904959 2.875063 3.073809 3.010649 3.542149 3.350532
36 2.9571 2.802708 3.250566 2.793406 3.184397 3.295347 2.888377 3.009298 3.429033 2.999795 2.959072 2.96121 3.106583 3.173871 2.904959 2.875063 3.073009 3.010649 3.536782 3.340658
37 2.976308 2.760813 3.288195 2.752725 3.175875 3.295347 2.888377 2.966074 3.448508 2.934727 2.959072 3.002755 3.091175 3.173871 2.904959 2.875063 3.026417 3.00933 3.536782 3.305598
38 2.976308 2.855097 3.288195 2.752725 3.175875 3.295347 2.888377 2.966074 3.448508 2.922242 3.042042 3.002755 3.091175 3.195038 2.904959 2.875063 3.026417 3.00933 3.536782 3.318117
39 2.995256 2.855097 3.288195 2.75587 3.175875 3.283897 2.882811 2.966074 3.447407 2.93061 3.042042 2.932735 3.091175 3.195038 2.891628 2.875063 3.026417 3.018475 3.531211 3.344353
40 2.999446 2.855097 3.288195 2.780082 3.175875 3.283897 2.882811 2.966074 3.434791 2.93061 3.042042 2.932735 3.091175 3.195038 2.885049 2.875063 3.016286 3.031593 3.531211 3.358055
41 2.995299 2.885389 3.288195 2.780082 3.189248 3.249175 2.882811 2.966074 3.421714 2.93061 3.042042 2.932735 3.107877 3.195038 2.885049 2.875269 3.035131 3.063445 3.514074 3.369584
42 2.995299 2.859247 3.288195 2.780082 3.189248 3.16988 2.882811 2.966074 3.421714 2.93061 3.042042 2.886079 3.186515 3.195038 2.917077 2.879603 3.050403 3.118958 3.514074 3.36254
43 2.995299 2.826311 3.290258 2.760955 3.208222 3.012152 2.882811 2.949378 3.421714 2.911525 3.041013 2.823676 3.186515 3.195038 2.917077 2.861013 3.042209 3.118958 3.519043 3.36254
44 2.995299 2.826311 3.267703 2.735728 3.208222 3.012152 2.941937 2.957727 3.44572 2.889805 3.041013 2.823676 3.111395 3.205538 2.917077 2.861013 3.042209 3.044592 3.535487 3.36254
45 3.051879 2.804977 3.286422 2.735728 3.208222 2.99965 2.941937 3.187122 3.44572 2.773683 2.996285 2.851673 3.027493 3.205538 2.917077 2.861013 3.042209 3.044592 3.535487 3.36254
46 3.058867 2.913108 3.286422 2.614813 3.208222 2.99965 2.941937 3.167313 3.49495 2.770524 2.996285 2.775948 2.990082 3.212004 2.899252 2.861013 3.042209 3.038268 3.586318 3.379995
47 3.071794 2.913108 3.286422 2.614813 3.208222 3.001733 2.941937 3.139749 3.505615 2.730342 3.018433 2.775948 2.941829 3.212004 2.899252 2.830575 3.042209 3.038268 3.586318 3.379995
48 3.069734 2.913108 3.227821 2.597669 3.208222 3.001566 2.941937 3.1341 3.505615 2.730342 3.030801 2.739957 2.941829 3.212004 2.90192 2.855581 3.042209 3.037948 3.586318 3.379995
49 3.06543 2.892363 3.20359 2.597669 3.208222 3.001566 2.90379 3.1341 3.505615 2.730342 3.030801 2.739957 2.941829 3.212004 2.90192 2.797722 3.042209 3.037948 3.495197 3.379995
50 3.06543 2.892363 3.20359 2.602372 3.202253 3.013152 2.90379 3.14311 3.483212 2.729808 3.030801 2.739957 2.941829 3.208709 2.893818 2.797722 3.103174 3.038633 3.495197 3.379995
51 3.06543 2.876673 3.20542 2.649123 3.202253 3.012899 2.945342 3.127587 3.519919 2.729808 3.030801 2.739957 2.941829 3.208979 2.92908 2.797722 3.103174 3.023604 3.495197 3.389158
52 3.073682 2.814116 3.20542 2.567206 3.179106 2.998665 2.930598 3.127587 3.50896 2.729808 3.034143 2.789571 2.931207 3.241536 2.92908 2.797722 3.103174 3.030651 3.495197 3.389158
