0 4.621631 Infinity 4.621631 3.09E-004 866.293588 0.229692 0.219779 1.41E-004 5.49E-004 0.002708 0
1 4.3931 Infinity 3.559829 0.111395 866.171304 0.032289 8.04543 0.002589 4.64E-004 0.001268 0.010997
2 4.278204 Infinity 2.179848 0.393702 865.845812 0.042107 15.205314 0.004848 1.57E-004 9.73E-004 0.053275
3 4.289337 Infinity 1.694707 0.912526 865.313885 0.063159 23.06173 0.00726 1.48E-005 4.45E-004 0.064641
4 4.21561 Infinity 1.492753 1.646788 864.574209 0.12566 30.909509 0.009605 7.94E-006 2.51E-004 0.066885
5 4.203218 Infinity 1.384448 2.559244 863.65585 0.774054 37.772432 0.011615 2.69E-005 1.63E-004 0.067583
6 4.066897 Infinity 1.316248 3.551737 862.654421 5.163174 38.565063 0.011869 1.52E-004 1.17E-004 0.067821
7 3.931207 Infinity 1.266712 4.553092 861.63986 7.559148 38.573064 0.011885 1.77E-004 9.18E-005 0.067945
8 3.895919 Infinity 1.22858 5.54548 860.631124 8.634358 38.575192 0.011898 1.67E-004 7.54E-005 0.068021
9 3.943809 Infinity 1.19755 6.537405 859.62006 9.122412 38.576013 0.011911 1.50E-004 6.40E-005 0.068073
10 3.864622 Infinity 1.17147 7.529609 858.606101 9.344761 38.576378 0.011924 1.34E-004 5.56E-005 0.068111
11 3.839626 Infinity 1.149091 8.519532 857.591949 9.446625 38.576555 0.011938 1.19E-004 4.92E-005 0.06814
12 3.739434 Infinity 1.12954 9.507062 856.577766 9.494072 38.576649 0.011951 1.08E-004 4.41E-005 0.068162
13 3.459021 Infinity 1.112214 10.492291 855.563481 9.516819 38.576703 0.011964 9.78E-005 3.99E-005 0.06818
14 3.536738 Infinity 1.096684 11.475066 854.549266 9.528246 38.576738 0.011977 8.96E-005 3.65E-005 0.068194
15 3.36576 Infinity 1.082629 12.455452 853.535061 9.534405 38.576763 0.01199 8.26E-005 3.37E-005 0.068206
16 3.285312 Infinity 1.069813 13.433068 852.521271 9.538049 38.576783 0.012004 7.67E-005 3.12E-005 0.068216
17 3.146051 Infinity 1.058038 14.408598 851.507193 9.540445 38.576798 0.012017 7.15E-005 2.91E-005 0.068225
18 3.084507 Infinity 1.047162 15.381503 850.493393 9.542182 38.576811 0.01203 6.71E-005 2.73E-005 0.068233
19 3.153192 Infinity 1.037063 16.351911 849.479745 9.543545 38.576823 0.012043 6.31E-005 2.57E-005 0.068239
20 3.09858 Infinity 1.027643 17.319971 848.466099 9.544674 38.576833 0.012057 5.96E-005 2.42E-005 0.068245
21 3.014771 Infinity 1.018819 18.285785 847.452355 9.545645 38.576842 0.01207 5.65E-005 2.29E-005 0.06825
22 2.791071 Infinity 1.010529 19.249022 846.438864 9.5465 38.57685 0.012084 5.37E-005 2.18E-005 0.068255
23 2.849464 Infinity 1.00271 20.210075 845.425221 9.547264 38.576857 0.012097 5.11E-005 2.08E-005 0.068259
24 2.878451 Infinity 0.995321 21.168366 844.412041 9.547955 38.576864 0.01211 4.88E-005 1.98E-005 0.068262
25 2.909118 Infinity 0.988315 22.124373 843.398826 9.548586 38.57687 0.012124 4.67E-005 1.90E-005 0.068266
26 2.779939 Infinity 0.981656 23.07819 842.385481 9.549166 38.576876 0.012137 4.48E-005 1.82E-005 0.068269
27 2.789601 Infinity 0.975316 24.029557 841.372289 9.549701 38.576881 0.012151 4.30E-005 1.75E-005 0.068272
28 2.87677 Infinity 0.969266 24.978507 840.359219 9.550199 38.576886 0.012165 4.14E-005 1.68E-005 0.068274
29 2.870679 Infinity 0.963484 25.924847 839.346486 9.550664 38.576891 0.012178 3.99E-005 1.62E-005 0.068277
30 2.718815 829.723674 0.957946 26.869008 838.333635 9.551099 38.576895 0.012192 3.85E-005 1.56E-005 0.068279
31 2.78498 Infinity 0.952635 27.810777 837.3209 9.551509 38.5769 0.012205 3.72E-005 1.51E-005 0.068281
32 2.638367 Infinity 0.947534 28.750149 836.308293 9.551897 38.576904 0.012219 3.60E-005 1.46E-005 0.068283
33 2.614422 Infinity 0.942626 29.687314 835.295614 9.552264 38.576907 0.012233 3.49E-005 1.41E-005 0.068284
34 2.549937 Infinity 0.937901 30.621998 834.283165 9.552614 38.576911 0.012247 3.38E-005 1.37E-005 0.068286
35 2.532293 Infinity 0.933345 31.554516 833.270611 9.552947 38.576914 0.01226 3.28E-005 1.33E-005 0.068287
36 2.511919 Infinity 0.928947 32.484542 832.258314 9.553265 38.576918 0.012274 3.19E-005 1.29E-005 0.068289
37 2.469909 Infinity 0.924698 33.412048 831.24631 9.553571 38.576921 0.012288 3.10E-005 1.26E-005 0.06829
38 2.311534 Infinity 0.920588 34.33741 830.234194 9.553864 38.576924 0.012302 3.02E-005 1.22E-005 0.068292
39 2.186766 Infinity 0.916608 35.260439 829.222181 9.554147 38.576927 0.012316 2.94E-005 1.19E-005 0.068293
40 2.164921 Infinity 0.912752 36.181191 828.210213 9.55442 38.57693 0.01233 2.86E-005 1.16E-005 0.068294
41 2.20693 Infinity 0.909012 37.099721 827.198236 9.554684 38.576932 0.012344 2.79E-005 1.13E-005 0.068295
42 2.123332 Infinity 0.905382 38.0157 826.18662 9.55494 38.576935 0.012358 2.73E-005 1.10E-005 0.068296
43 2.272255 Infinity 0.901856 38.929592 825.174857 9.555188 38.576938 0.012372 2.66E-005 1.08E-005 0.068297
44 2.217013 Infinity 0.898429 39.841014 824.16338 9.555429 38.57694 0.012386 2.60E-005 1.05E-005 0.068298
45 2.079432 Infinity 0.895095 40.750276 823.151849 9.555664 38.576943 0.0124 2.54E-005 1.03E-005 0.068299
46 2.033221 Infinity 0.891851 41.657203 822.140465 9.555893 38.576945 0.012414 2.49E-005 1.01E-005 0.068299
47 1.895641 Infinity 0.88869 42.56188 821.129138 9.556116 38.576948 0.012428 2.44E-005 9.86E-006 0.0683
48 1.860353 Infinity 0.885611 43.464151 820.118052 9.556335 38.57695 0.012442 2.39E-005 9.66E-006 0.068301
