0 88.887235 0 90 0
1 90.037316 0 89.628591 0
2 89.392601 0 89.273237 0
3 88.712958 0 88.898106 0
4 89.100219 0 88.511891 0
5 88.941426 0 88.118687 0
6 88.985175 0 87.720302 0
7 88.103891 0 87.317609 0
8 87.731392 0 86.911385 0
9 86.851368 0 86.502083 0
10 84.705138 0 86.090122 0
11 85.377399 0 85.675877 0
12 85.994208 0 85.259704 0
13 86.673671 0 84.841749 0
14 86.590853 0 84.4223 0
15 84.940447 0 84.001515 0
16 84.52708 0 83.579628 0
17 84.502595 0 83.156642 0
18 83.824393 0 82.732848 0
19 83.469899 0 82.308222 0
20 83.114324 0 81.882852 0
21 82.798898 0 81.456944 0
22 82.888197 0 81.030438 0
23 81.823633 0 80.603478 0
24 82.310816 0 80.176082 0
25 82.128797 0 79.748327 0
26 81.462658 0 79.320224 0
27 81.299904 0 78.891843 0
28 80.799939 0 78.463182 0
29 80.399895 0 78.0343 0
30 79.126308 0 77.60519 0
31 79.582523 0 77.17591 0
32 79.439573 0 76.746444 0
33 78.956712 0 76.316842 0
34 78.427041 0 75.887086 0
35 78.556668 0 75.45728 0
36 77.172358 0 75.027334 0
37 77.295144 0 74.597276 0
38 78.023216 0 74.167193 0
39 77.082699 0 73.737007 0
40 76.455628 0 73.306772 0
41 76.296654 0 72.876439 0
42 76.078269 0 72.446082 0
43 75.365679 0 72.015693 0
44 75.410329 0 71.585216 0
45 75.669943 0 71.154781 0
46 75.326971 0 70.724274 0
47 75.092202 0 70.293753 0
48 73.861104 0 69.863171 0
49 72.990621 0 69.432628 0
50 72.665653 0 69.001971 0
51 72.534045 0 68.571376 0
52 71.632056 0 68.140771 0
53 71.547979 0 67.710124 0
54 71.455619 0 67.279472 0
55 71.462641 0 66.848823 0
56 70.817925 0 66.418118 0
57 69.892351 0 65.987427 0
58 70.104796 0 65.556737 0
59 69.771366 0 65.126054 0
60 68.865236 0 64.695392 0
61 68.097375 0 64.264675 0
62 68.098995 0 63.833961 0
63 68.499579 0 63.403273 0
64 68.258689 0 62.972522 0
65 68.171911 0 62.541856 0
66 67.493348 0 62.111134 0
67 67.376144 0 61.680374 0
68 67.12283 0 61.24968 0
69 66.906965 0 60.818948 0
70 66.510342 0 60.388224 0
71 66.493238 0 59.957507 0
72 66.057007 0 59.526752 0
73 65.551101 0 59.096067 0
74 65.31057 0 58.665344 0
75 64.253389 0 58.234629 0
76 63.885932 0 57.803875 0
77 64.587719 0 57.373195 0
78 64.030142 0 56.942475 0
79 63.508212 0 56.511764 0
80 63.266062 0 56.081064 0
81 62.850174 0 55.650323 0
82 62.548071 0 55.219589 0
83 62.246328 0 54.788879 0
84 62.189256 0 54.35819 0
85 61.810096 0 53.927445 0
86 61.699373 0 53.496722 0
87 61.309231 0 53.066019 0
88 60.434788 0 52.635332 0
89 60.11126 0 52.204592 0
90 59.625338 0 51.773876 0
91 59.724539 0 51.343167 0
92 58.954878 0 50.912488 0
93 58.807967 0 50.481735 0
94 58.44051 0 50.051102 0
95 58.225905 0 49.620402 0
96 57.658426 0 49.189648 0
97 57.366584 0 48.75899 0
98 57.20041 0 48.328269 0
99 56.418506 0 47.897566 0
100 56.369895 0 47.4669 0
101 56.212362 0 47.036165 0
102 55.777571 0 46.60553 0
103 55.801156 0 46.174758 0
104 54.681321 0 45.744079 0
105 54.686903 0 45.313442 0
106 54.253372 0 44.882728 0
107 54.123204 0 44.452043 0
108 54.020223 0 44.021386 0
109 53.288009 0 43.59064 0
110 53.117513 0 43.160033 0
111 52.944137 0 42.72935 0
112 52.038907 0 42.298683 0
113 51.835825 0.052139 41.867973 0
114 51.305613 0.326454 41.636941 0.508502
115 51.618519 0.806837 41.535541 1.054836
116 51.688914 1.404541 41.4767 1.655856
117 51.260244 1.907548 41.436418 2.277326
118 51.389871 2.263708 41.405781 2.903871
119 51.578731 2.446529 41.381015 3.530921
120 51.308314 2.545467 41.358463 3.514414
121 51.154562 2.63222 41.335853 3.498455
122 51.185888 2.696806 41.313157 3.482333
123 51.469628 2.755529 41.290373 3.465982
124 51.380869 2.801941 41.267495 3.449414
125 51.028355 2.840909 41.244523 3.43265
126 51.202272 2.866278 41.221455 3.415712
127 51.212174 2.882996 41.198287 3.398617
128 51.136918 2.894433 41.17502 3.381383
