0 91.264431 0
1 89.816988 0
2 90.068353 0
3 90.642136 0
4 90.099479 0
5 90.131248 0
6 89.883532 0
7 87.311279 0
8 86.430106 0
9 86.538079 0
10 87.175615 0
11 85.814251 0
12 84.016486 0
13 85.933172 0
14 85.805665 0
15 84.943381 0
16 84.292751 0
17 83.481557 0
18 82.538347 0
19 80.928838 0
20 81.049046 0
21 80.5783 0
22 79.587007 0
23 78.900529 0
24 78.676426 0
25 78.650881 0
26 78.388783 0
27 77.279213 0
28 76.746431 0
29 76.315182 0
30 74.821588 0
31 74.667034 0
32 73.174728 0
33 72.319099 0
34 71.364513 0
35 71.247309 0
36 69.54936 0
37 69.275027 0
38 68.950892 0
39 69.13786 0
40 68.481219 0
41 67.856778 0
42 66.738622 0
43 66.183729 0
44 64.90737 0.07745
45 63.386943 0.175996
46 62.71957 0.287794
47 62.440085 0.395952
48 62.536681 0.45549
49 61.973846 0.484232
50 61.793748 0.504763
51 60.850968 0.52142
52 59.88157 0.536631
53 59.528886 0.550489
54 59.376478 0.561828
55 59.416405 0.572093
56 59.116527 0.580352
57 57.991072 0.585158
58 57.04314 0.59113
59 56.755712 0.595983
60 55.27972 0.598923
61 54.731053 0.599856
62 54.162423 0.601069
63 53.919859 0.601069
64 53.456196 0.600089
65 53.342427 0.599016
66 52.717556 0.596823
67 51.694494 0.594023
68 51.346532 0.590384
69 50.280538 0.587211
70 49.923346 0.582452
71 49.589552 0.577599
72 48.584951 0.571906
73 47.826562 0.564721
74 47.405187 0.558328
75 46.315581 0.551749
76 45.64327 0.54447
77 45.339099 0.538218
78 44.611407 0.531452
79 43.564732 0.52352
80 43.440015 0.515075
81 42.435843 0.508869
82 41.373927 0.50285
83 41.151326 0.494964
84 40.176347 0.486285
85 39.7627 0.47882
86 38.997657 0.471961
87 38.105536 0.464495
88 37.617403 0.455816
89 37.139788 0.449097
90 36.128531 0.443731
91 35.500655 0.435473
92 34.991271 0.427867
93 33.981517 0.420681
94 33.11816 0.413729
95 32.431897 0.405424
96 31.562315 0.398518
97 30.583902 0.391379
98 29.935418 0.387366
99 29.31205 0.380507
100 28.346301 0.373975
101 27.921492 0.367209
102 26.75976 0.361703
103 25.894901 0.35671
104 25.24191 0.351578
105 24.104649 0.346305
106 23.091246 0.341779
107 22.749939 0.335667
108 21.953127 0.331234
109 21.895169 0.331981
110 21.700688 0.333894
