0 115.246066 0
1 115.389688 0
2 114.935644 0
3 112.699433 0
4 113.15391 0
5 113.313562 0
6 113.683773 0
7 112.129278 0
8 112.675171 0
9 112.737559 0
10 111.224872 0
11 110.738334 0
12 110.219736 0
13 110.706924 0
14 110.849462 0
15 110.832782 0
16 108.751024 0
17 108.760772 0
18 108.464431 0
19 108.521619 0
20 107.88951 0
21 107.528398 0
22 107.063739 0
23 106.713458 0
24 106.412783 0
25 106.533659 0
26 106.221287 0
27 105.387718 0
28 104.726148 0
29 104.890782 0
30 103.737042 0
31 103.876981 0
32 103.991142 0
33 103.337803 0
34 103.328922 0
35 102.674717 0
36 102.509433 0
37 101.96094 0
38 101.786774 0
39 101.197124 0
40 100.983749 0
41 99.464347 0
42 99.798381 0
43 100.423342 0
44 100.034502 0
45 100.204985 0
46 100.132632 0
47 99.721913 0
48 99.990094 0
49 99.09197 0
50 98.509251 0
51 98.205111 0
52 98.039827 0
53 97.482019 0
54 97.82082 0
55 97.330816 0
56 97.150368 0
57 96.825648 0
58 95.948537 0
59 96.046668 0
60 94.844404 0
61 95.05258 0
62 95.23801 0
63 94.598102 0
64 94.26645 0
65 94.245871 0
66 93.355329 0
67 93.036675 0
68 93.486604 0
69 92.550137 0
70 92.460888 0
71 91.763142 0
72 91.702704 0
73 91.433007 0
74 90.887764 0
75 90.849421 0
76 90.699734 0
77 89.670336 0
78 89.124443 0
79 89.215425 0
80 88.805789 0
81 88.181478 0
82 88.066234 0
83 88.021176 0
84 87.530089 0
85 87.102906 0
86 86.840141 0
87 86.602071 0
88 86.143478 0
89 85.608416 0
90 85.414105 0
91 85.213727 0
92 84.845466 0
93 84.703361 0
94 84.267513 0
95 83.984602 0
96 83.383253 0
97 82.953688 0
98 82.830645 0
99 82.101055 0
100 81.892229 0
101 81.24214 0
102 81.352618 0
103 81.502306 0
104 80.75192 0
105 80.942982 0
106 80.47984 0
107 80.314989 0
108 79.602729 0
109 78.878771 0
110 78.888519 0
111 78.728867 0
112 78.21915 0
113 77.471364 0
114 77.049813 0
115 76.756504 0
116 76.776217 0
117 76.671371 0
118 76.136742 0
119 75.53756 0
120 75.048422 0
121 75.428165 0
122 74.917365 0
123 74.94271 0
124 74.363673 0
125 73.909196 0
126 74.003644 0
127 73.438688 0
128 73.331243 0
129 73.157077 0
130 72.616383 0
131 71.848017 0
132 70.812987 0
133 70.656368 0
134 70.732836 0
135 70.975672 0
136 70.860861 0
137 70.192142 0
138 70.236983 0
139 69.579096 0
140 69.42096 0
141 69.056382 0
142 68.892181 0
143 68.133996 0
144 67.839604 0
145 68.159341 0
146 67.579222 0
147 67.104598 0
148 66.275144 0
149 66.665068 0
150 65.805287 0
151 65.019591 0
152 65.381786 0
153 65.489015 0
154 64.86882 0
155 64.517673 0
156 64.013588 0
157 63.684103 0
158 63.201681 0
159 63.169187 0
160 63.090119 0
161 62.854649 0
162 62.385658 0
163 62.173366 0
164 62.239436 0
165 61.599529 0
166 61.538007 0
167 61.577866 0
168 60.887918 0
169 60.549551 0
170 60.243895 0
171 60.173492 0
172 59.501524 0
173 58.934618 0
174 59.047696 0
