0 90 0
1 89.633375 0
2 89.295682 0
3 88.945271 0
4 88.586352 0
5 88.220552 0
6 87.848394 0
7 87.470083 0
8 87.086017 0
9 86.696568 0
10 86.302284 0
11 85.903653 0
12 85.50116 0
13 85.095266 0
14 84.686376 0
15 84.274891 0
16 83.861077 0
17 83.445253 0
18 83.027706 0
19 82.608594 0
20 82.18815 0
21 81.766485 0
22 81.343776 0
23 80.920155 0
24 80.495719 0
25 80.070566 0
26 79.64477 0
27 79.218389 0
28 78.791555 0
29 78.36427 0
30 77.936623 0
31 77.5086 0
32 77.080259 0
33 76.651663 0
34 76.222854 0
35 75.79381 0
36 75.364537 0
37 74.935167 0
38 74.505576 0
39 74.07591 0
40 73.646095 0
41 73.216193 0
42 72.786158 0
43 72.356067 0
44 71.925917 0
45 71.495711 0
46 71.065411 0
47 70.635077 0
48 70.204712 0
49 69.774271 0
50 69.343794 0
51 68.913311 0
52 68.482821 0
53 68.052258 0
54 67.621689 0
55 67.191114 0
56 66.760472 0
57 66.329842 0
58 65.899201 0
59 65.468576 0
60 65.037952 0
61 64.607262 0
62 64.176588 0
63 63.745931 0
64 63.315211 0
65 62.884564 0
66 62.45387 0
67 62.023111 0
68 61.592445 0
69 61.16172 0
70 60.731066 0
71 60.30031 0
72 59.869627 0
73 59.438891 0
74 59.008174 0
75 58.577464 0
76 58.146783 0
77 57.716038 0
78 57.285323 0
79 56.854618 0
80 56.423853 0
81 55.993194 0
82 55.562465 0
83 55.131757 0
84 54.701073 0
85 54.270324 0
86 53.83961 0
87 53.408897 0
88 52.978221 0
89 52.547477 0
90 52.116758 0
91 51.686063 0
92 51.255375 0
93 50.824637 0
94 50.393986 0
95 49.963293 0
96 49.53254 0
97 49.101883 0
98 48.671158 0
99 48.240473 0
100 47.809718 0
101 47.379057 0
102 46.948344 0
103 46.517665 0
104 46.086998 0
105 45.65626 0
106 45.225635 0
107 44.794954 0
108 44.364285 0
109 43.933557 0
110 43.502842 0
111 43.07216 0
112 42.64151 0
113 42.210876 0
114 41.876612 0.105109
115 41.599395 0.172539
116 41.375746 0.27046
117 41.201742 0.40248
118 41.067722 0.564464
119 40.963002 0.747444
120 40.845235 0.379977
121 40.645732 0.13655
122 40.330248 0.038666
123 39.948612 0.012661
124 39.551957 0.004581
125 39.153969 0.001719
126 38.755936 6.60E-004
127 38.356966 2.57E-004
128 37.955942 1.02E-004
129 37.552495 4.05E-005
130 37.146514 1.63E-005
131 36.73798 6.58E-006
132 36.327091 2.67E-006
133 35.91405 1.09E-006
134 35.498925 4.45E-007
135 35.082125 1.83E-007
136 34.6637 7.53E-008
137 34.243941 3.11E-008
138 33.822878 1.29E-008
139 33.400736 5.35E-009
140 32.977556 2.23E-009
141 32.553627 9.30E-010
142 32.128937 3.89E-010
143 31.703453 1.63E-010
144 31.2775 6.88E-011
145 30.851075 2.90E-011
146 30.424052 1.23E-011
147 29.996695 5.22E-012
148 29.569046 2.22E-012
149 29.141039 9.49E-013
150 28.712674 4.06E-013
151 28.283969 1.74E-013
152 27.855282 7.52E-014
153 27.426284 3.25E-014
154 26.997025 1.41E-014
155 26.567679 6.12E-015
156 26.138266 2.67E-015
157 25.708635 1.17E-015
158 25.278926 5.14E-016
159 24.849192 2.27E-016
160 24.419236 1.00E-016
161 23.989292 4.45E-017
162 23.559164 1.98E-017
163 23.129188 8.87E-018
164 22.699024 3.98E-018
165 22.268724 1.80E-018
166 21.838603 8.14E-019
167 21.408312 3.70E-019
168 20.978044 1.69E-019
169 20.547595 7.75E-020
170 20.117191 3.57E-020
171 19.686853 1.65E-020
172 19.256502 7.69E-021
173 18.826007 3.60E-021
174 18.395544 1.69E-021
175 17.965135 7.99E-022
176 17.534768 3.79E-022
177 17.104253 1.81E-022
178 16.67373 8.71E-023
179 16.243304 4.21E-023
180 16.232654 3.285548
181 16.221533 2.754563
182 16.208899 2.275191
183 16.193529 1.809389
184 16.173815 1.354077
185 16.146593 0.915266
186 16.104028 0.511084
187 16.021352 0.193809
188 15.830574 0.049417
189 15.513755 0.018079
190 15.13958 0.008251
191 14.744202 0.003958
192 14.340356 0.001932
193 13.932791 9.52E-004
194 13.522733 4.73E-004
195 13.111178 2.37E-004
196 12.697431 1.20E-004
197 12.282501 6.12E-005
198 11.865748 3.15E-005
199 11.447316 1.64E-005
200 11.028016 8.60E-006
201 10.60728 4.56E-006
202 10.185588 2.44E-006
203 9.762532 1.32E-006
204 9.33906 7.24E-007
205 8.914476 4.00E-007
206 8.489519 2.24E-007
207 8.063908 1.27E-007
208 7.637715 7.28E-008
209 7.21078 4.23E-008
210 6.783976 2.49E-008
211 6.356481 1.49E-008
212 5.928472 9.00E-009
213 5.500525 5.53E-009
214 5.072016 3.45E-009
215 4.643792 2.19E-009
216 4.214883 1.41E-009
217 3.785461 9.18E-010
218 3.355544 6.08E-010
219 2.925901 4.09E-010
220 2.49766 2.78E-010
221 2.068405 1.89E-010
222 1.630258 1.27E-010
223 1.191009 8.31E-011
224 0.751765 4.91E-011
225 0.316341 2.07E-011
226 4.18E-005 7.00E-013
227 1.32E-006 2.69E-013
228 1.20E-006 2.44E-013
229 1.18E-006 2.41E-013
230 1.18E-006 2.41E-013
231 1.18E-006 2.41E-013
232 1.18E-006 2.41E-013
233 1.18E-006 2.41E-013
234 1.18E-006 2.41E-013
235 1.18E-006 2.40E-013
236 1.18E-006 2.40E-013
237 1.18E-006 2.40E-013
238 1.18E-006 2.40E-013
239 1.18E-006 2.40E-013
240 1.18E-006 2.40E-013
241 1.18E-006 2.40E-013
242 1.18E-006 2.40E-013
243 1.18E-006 2.39E-013
244 1.18E-006 2.39E-013
245 1.18E-006 2.39E-013
246 1.18E-006 2.39E-013
247 1.18E-006 2.39E-013
248 1.18E-006 2.39E-013
249 1.18E-006 2.39E-013
250 1.18E-006 2.39E-013
251 1.18E-006 2.38E-013
252 1.18E-006 2.38E-013
253 1.18E-006 2.38E-013
254 1.18E-006 2.38E-013
255 1.18E-006 2.38E-013
256 1.18E-006 2.38E-013
257 1.18E-006 2.38E-013
258 1.18E-006 2.38E-013
259 1.18E-006 2.38E-013
260 1.18E-006 2.37E-013
261 1.18E-006 2.37E-013
262 1.18E-006 2.37E-013
263 1.18E-006 2.37E-013
264 1.18E-006 2.37E-013
265 1.18E-006 2.37E-013
266 1.18E-006 2.37E-013
267 1.18E-006 2.37E-013
268 1.18E-006 2.36E-013
269 1.18E-006 2.36E-013
270 1.18E-006 2.36E-013
271 1.18E-006 2.36E-013
272 1.18E-006 2.36E-013
273 1.18E-006 2.36E-013
274 1.18E-006 2.36E-013
275 1.18E-006 2.36E-013
276 1.18E-006 2.36E-013
277 1.18E-006 2.35E-013
278 1.18E-006 2.35E-013
279 1.18E-006 2.35E-013
280 1.18E-006 2.35E-013
281 1.18E-006 2.35E-013
282 1.18E-006 2.35E-013
283 1.18E-006 2.35E-013
