0.0 1.0 107.04739 0.0 110.09955188081085 0.0 0.0 0.8693844597845213 0.21903598982222744 0.0 0.0 1.3342789985047315E-5 0.0
1.0 2.0 106.390311 0.0 109.37997018317039 0.0 0.0 1.2566653815052218 0.316978842559095 0.0 0.0 1.9436033834781356E-5 0.0
2.0 3.0 105.676271 0.0 108.46706403800704 0.0 0.0 1.4732266990320442 0.36803060903733287 0.0 0.0 2.2756215195312728E-5 0.0
3.0 4.0 103.02001 0.0 107.45531758946751 0.0 0.0 1.6010539720406063 0.3949538954298451 0.0 0.0 2.4650829862761564E-5 0.0
4.0 5.0 103.111745 0.0 106.38940394599946 0.0 0.0 1.6782199892824785 0.41020422221655756 0.0 0.0 2.5859143194465573E-5 0.0
5.0 6.0 101.486115 0.0 105.29233159645902 0.0 0.0 1.7253721093187333 0.41918969699135955 0.0 0.0 2.6700889964868363E-5 0.0
6.0 7.0 101.305205 0.0 104.17672316416387 0.0 0.0 1.7543951663481954 0.4246024496542216 0.0 0.0 2.733526432235112E-5 0.0
7.0 8.0 100.894531 0.0 103.04980647432538 0.0 0.0 1.7723393547591235 0.42790569529875816 0.0 0.0 2.7849155082564257E-5 0.0
8.0 9.0 98.465046 0.0 101.9158810052936 0.0 0.0 1.7834637657558012 0.42993730511799744 0.0 0.0 2.8292680744037532E-5 0.0
9.0 10.0 99.017803 0.0 100.7778524431168 0.0 0.0 1.7903701275358943 0.43119246170361497 0.0 0.0 2.869568556215886E-5 0.0
10.0 11.0 96.573598 0.0 99.63706650146123 0.0 0.0 1.7946632894324674 0.4319703884609056 0.0 0.0 2.9076579519883305E-5 0.0
11.0 12.0 96.270873 0.0 98.49474755005102 0.0 0.0 1.7973332087978553 0.4324533309909163 0.0 0.0 2.944666907964441E-5 0.0
12.0 13.0 95.158106 0.0 97.35136854112073 0.0 0.0 1.7989945779722223 0.43275355451564773 0.0 0.0 2.9813180806085145E-5 0.0
13.0 14.0 96.099136 0.0 96.20740077073359 0.0 0.0 1.800028607064157 0.4329403398001192 0.0 0.0 3.0180681126934198E-5 0.0
14.0 15.0 95.799397 0.0 95.06302484228816 0.0 0.0 1.8006723841156784 0.43305664282689843 0.0 0.0 3.055218402521782E-5 0.0
15.0 16.0 92.952199 0.0 93.91842450907835 0.0 0.0 1.8010732893283805 0.43312911526960296 0.0 0.0 3.092968447684333E-5 0.0
16.0 17.0 92.67678 0.0 92.7736513582399 0.0 0.0 1.8013230445394393 0.433174324097594 0.0 0.0 3.131458611446565E-5 0.0
17.0 18.0 93.233804 0.0 91.6286839507048 0.0 0.0 1.8014787235049297 0.4332025705235464 0.0 0.0 3.170793105225736E-5 0.0
18.0 19.0 91.920073 0.0 90.48384270345846 0.0 0.0 1.801575817745114 0.433220257461036 0.0 0.0 3.211040252002939E-5 0.0
19.0 20.0 90.873654 0.0 89.33889921280978 0.0 0.0 1.801636467624782 0.4332313781717737 0.0 0.0 3.252273272051289E-5 0.0
20.0 21.0 89.732087 0.0 88.19386430870019 0.0 0.0 1.8016744319176639 0.43323841381369776 0.0 0.0 3.2945491653890435E-5 0.0
21.0 22.0 89.070741 0.0 87.04887523948332 0.0 0.0 1.8016982752017396 0.433242908745252 0.0 0.0 3.337915842290728E-5 0.0
22.0 23.0 88.132697 0.0 85.90392335830201 0.0 0.0 1.8017133340247895 0.43324582527939304 0.0 0.0 3.382424722877126E-5 0.0
23.0 24.0 87.128092 0.0 84.75889879930921 0.0 0.0 1.801722930885777 0.43324776262561593 0.0 0.0 3.4281312008628195E-5 0.0
24.0 25.0 86.168288 0.0 83.61391264712022 0.0 0.0 1.8017291325273657 0.4332490935684101 0.0 0.0 3.475082994227106E-5 0.0
25.0 26.0 84.828957 0.0 82.46887743288775 0.0 0.0 1.8017332270873636 0.43325005057419574 0.0 0.0 3.523337458476375E-5 0.0
26.0 27.0 83.766537 0.0 81.3238826641455 0.0 0.0 1.8017360161138838 0.4332507783693 0.0 0.0 3.572947039697984E-5 0.0
27.0 28.0 82.80908 0.0 80.17894126599607 0.0 0.0 1.801737999186145 0.4332513672714013 0.0 0.0 3.6239698640049793E-5 0.0
28.0 29.0 81.641272 0.0 79.03393583398685 0.0 0.0 1.801739487741898 0.433251873724176 0.0 0.0 3.676473160197898E-5 0.0
29.0 30.0 80.481784 0.0 77.88898545214604 0.0 0.0 1.8017406756896732 0.4332523329521713 0.0 0.0 3.730516968478881E-5 0.0
30.0 31.0 79.251682 0.0 76.74395169396522 0.0 0.0 1.8017416843236707 0.4332527671619438 0.0 0.0 3.786177140227152E-5 0.0
31.0 32.0 76.357762 0.0 75.59896776783368 0.0 0.0 1.8017425892937777 0.4332531902916937 0.0 0.0 3.843520668587516E-5 0.0
32.0 33.0 76.394029 0.0 74.45408935089662 0.0 0.0 1.8017434381119568 0.4332536112422727 0.0 0.0 3.902622161063043E-5 0.0
33.0 34.0 76.405976 0.0 73.30908656902905 0.0 0.0 1.8017442609349552 0.43325403587596845 0.0 0.0 3.96357633682588E-5 0.0
34.0 35.0 75.519773 0.0 72.16415609951902 0.0 0.0 1.8017450767036116 0.43325446795582373 0.0 0.0 4.02646069072247E-5 0.0
35.0 36.0 74.204763 0.0 71.01915270472924 0.0 0.0 1.8017458978456924 0.43325491017928924 0.0 0.0 4.091376742003702E-5 0.0
