6.415156,18.0681,4.577657,1.377388
6.547204,18.179417,4.577881,1.357717
6.61462,18.364947,4.572293,1.251317
6.484498,18.288053,4.651422,1.479541
6.383482,18.214735,4.735693,1.315023
6.543352,18.162653,4.745304,1.418294
6.262348,17.900229,4.970398,1.4554
6.405953,18.340135,4.860422,1.562247
6.546134,18.230159,4.894845,1.587058
6.610767,18.233064,4.987163,1.520894
6.532865,18.146335,4.855951,1.584376
6.539714,18.420382,4.813928,1.504799
6.503973,18.274194,4.540328,1.498541
6.499265,18.155276,4.718704,1.383647
6.463952,18.264582,4.716916,1.668646
6.64073,18.217417,4.682045,1.428352
6.667696,18.105653,4.608281,1.340505
6.64608,18.165112,4.534069,1.278364
6.328907,18.248041,4.608728,1.359729
6.39461,18.266594,4.597328,1.302953
6.480431,18.270841,4.793587,1.390352
6.487708,18.205794,4.708198,1.522905
6.475937,18.103865,4.547704,1.347211
6.485568,18.147453,4.387881,1.427235
6.445332,17.981817,4.396151,1.403094
6.49263,18.044853,4.642928,1.496082
6.510608,18.187241,4.639351,1.289764
6.582303,18.177629,4.866681,1.270988
6.738536,18.208923,4.805657,1.331341
6.911247,18.093135,4.729434,1.369788
7.04886,18.253182,4.69814,1.520223
6.754373,18.1783,4.623034,1.44087
6.663416,18.267935,4.503669,1.506141
6.768284,18.259888,4.779057,1.426341
6.633667,18.382606,5.887092,1.489599
6.618686,18.269276,4.944916,1.416058
6.621254,18.070112,5.008622,1.949176
6.603491,18.070112,4.865563,2.825187
6.728477,18.2049,4.880316,3.191775
6.53522,18.085088,4.730104,3.501364
6.710927,18.108335,4.627281,3.595693
6.735325,18.060947,4.720716,3.79061
6.782837,18.169806,4.78554,3.990446
6.691666,18.115935,4.878975,4.235881
6.619114,17.983606,4.94581,4.321046
6.781339,18.096041,4.895516,4.465446
6.888347,18.117947,5.060481,4.423869
7.040299,18.199088,5.017787,4.525351
7.207661,18.253629,5.12061,4.682269
7.009695,18.292076,5.097587,4.636893
6.854961,18.289841,4.792693,4.488469
6.638804,18.142535,4.778834,4.649634
6.665128,18.205347,4.868692,4.780845
6.552341,18.350864,4.943798,4.776822
6.393754,18.495935,5.044387,4.932175
6.466306,18.435806,5.089763,4.845445
6.497339,18.284253,4.909598,4.979787
6.473583,18.174947,4.848351,5.222539
6.547418,18.164217,4.86154,5.329834
6.604133,18.16377,5.029634,5.225892
6.61997,18.092912,4.848575,5.341457
6.606701,17.998359,4.805657,5.379681
6.805951,18.354664,4.852598,5.501281
6.779199,18.730194,4.909151,5.574151
6.895838,18.730417,4.72854,5.58421
6.740248,18.705829,4.768551,5.629363
6.877219,18.653076,5.156598,5.658869
6.700227,18.598758,5.338998,5.207339
6.81601,18.328064,5.437575,5.04841
6.790328,18.143653,5.553363,5.157716
6.858599,18.0757,5.716539,5.130669
6.858171,18.174723,5.610363,5.067187
6.781125,18.102076,5.214492,5.267916
