0,6.4151560642,2.65433
1,6.5472044809,2.65157
2,6.614619799,2.65299
3,6.4844975342,2.64374
4,6.3834815655,2.64627
5,6.543352177,2.64589
6,6.2623480098,2.64277
7,6.4059533382,2.64797
8,6.5461343965,2.64657
9,6.6107674951,2.65146
10,6.5328653498,2.65128
11,6.53971389,2.64984
12,6.5039730706,2.65478
13,6.4992646992,2.64753
14,6.4639519135,2.64845
15,6.6407298587,2.6443
16,6.667695986,2.64377
17,6.6460802808,2.64651
18,6.3289072604,2.64123
19,6.3946104434,2.64592
20,6.4804312135,2.6438
21,6.4877077875,2.64286
22,6.4759368589,2.64607
23,6.4855676186,2.64386
24,6.4453324447,2.65035
25,6.4926301758,2.64674
26,6.5106075939,2.64803
27,6.5823032497,2.64492
28,6.7385355742,2.64134
29,6.9112471987,2.64073
30,7.0488600544,2.63146
31,6.7543728235,2.63476
32,6.6634156483,2.63321
33,6.7682839209,2.64238
34,6.6336673016,2.64805
35,6.6186861198,2.65171
36,6.6212543224,2.658
37,6.6034909211,2.64947
38,6.7284767807,2.65123
39,6.5352195355,2.64147
40,6.7109273963,2.64146
41,6.735325321,2.64151
42,6.782837069,2.64022
43,6.6916658769,2.64539
44,6.6191141536,2.64213
45,6.7813389508,2.64988
46,6.8883473922,2.64645
47,7.0402993791,2.64896
48,7.2076605815,2.65094
49,7.0096949648,2.64942
50,6.8549607585,2.65088
51,6.6388037068,2.6427
52,6.6651277834,2.64408
53,6.5523408861,2.63681
54,6.3937543759,2.6353
55,6.4663060992,2.63892
56,6.4973385472,2.63986
57,6.4735826732,2.64445
58,6.5474184978,2.64088
59,6.6041329718,2.64823
60,6.6199702211,2.64488
61,6.6067011744,2.64528
62,6.8059508923,2.64736
63,6.779198782,2.64307
64,6.8958379831,2.64496
65,6.7402477093,2.63866
66,6.8772185143,2.6448
67,6.7002265522,2.64232
68,6.8160096858,2.64381
69,6.7903276599,2.64682
70,6.8585990455,2.64329
71,6.8581710117,2.6453
72,6.7811249339,2.6404
73,6.7004405691,2.64463
74,6.6428700276,2.6458
75,6.7620774313,2.64182
76,6.8716540754,2.64608
77,6.9324348701,2.64233
78,6.8551747754,2.64382
79,6.6957321976,2.64446
80,6.7051489405,2.63937
81,6.7556569248,2.64164
82,6.8123713988,2.63827
83,6.9703158584,2.64006
84,7.1781262516,2.64327
85,7.1430274828,2.64018
